TIMESTAMP ECG(microV)
789051746856655104 -21
789051746864349568 -35
789051746872043904 -30
789051746879738240 -35
789051746887432576 -18
789051746895127040 4
789051746902821376 -18
789051746910515712 -40
789051746918210048 -28
789051746925904512 -11
789051746933598848 -9
789051746941293184 -9
789051746948987520 4
789051746956681984 4
789051746964376320 28
789051746972070656 71
789051746979764992 -7
789051746987459456 -101
789051746995153792 -63
789051747002848128 7
789051747010542464 54
789051747018236928 47
789051747025931264 -7
789051747033625600 33
789051747041319936 66
789051747049014400 4
789051747056708736 -18
789051747064403072 0
789051747072097408 73
789051747079791872 142
789051747087486208 33
789051747095180638 -82
789051747102875008 4
789051747110569344 106
789051747118263808 125
789051747125958144 80
789051747133652480 18
789051747141346816 97
789051747149041280 101
789051747156735616 -66
789051747164429952 -4
789051747172124288 116
789051747179818752 -144
789051747187513088 -298
789051747195207424 44
789051747202901760 440
789051747210596224 582
789051747218290560 502
789051747225984896 206
789051747233679232 -125
789051747241373696 -196
789051747249068032 -56
789051747256762368 -14
789051747264456704 -56
789051747272151168 -71
789051747279845504 -82
789051747287539840 -52
789051747295234176 18
789051747302928640 16
789051747310622976 -66
789051747318317312 -85
789051747326011648 -28
789051747333706112 -26
789051747341400448 -26
789051747349094784 0
789051747356789120 11
789051747364483584 14
789051747372177920 14
789051747379872256 28
789051747387566592 44
789051747395261056 59
789051747402955392 73
789051747410649728 75
789051747418344064 89
789051747426038528 104
789051747433732864 89
789051747441427200 89
789051747449121536 104
789051747456816000 82
789051747464510336 66
789051747472204672 73
789051747479899008 63
789051747487593472 44
789051747495287808 23
789051747502982144 4
789051747510676480 11
789051747518370944 21
789051747526065280 -9
789051747533759616 -37
789051747541453952 -54
789051747549148416 -87
789051747556842752 -94
789051747564537088 -40
789051747572231424 -16
789051747579925888 -56
789051747587620224 -59
789051747595314560 -11
789051747603008896 4
789051747610703360 -44
789051747618397696 -87
789051747626092032 -40
789051747633786368 9
789051747641480832 -26
789051747649175168 -73
789051747656869514 -71
789051747664563840 -42
789051747672258176 -26
789051747679952640 33
789051747687646976 28
789051747695341312 -146
789051747703035648 -196
789051747710730112 -42
789051747718424448 -33
789051747726118784 -151
789051747733813120 -99
789051747741507584 7
789051747749201920 -97
789051747756896256 -215
789051747764590592 -80
789051747772285056 161
789051747779979392 201
789051747787673728 -49
789051747795368064 -277
789051747803062528 -108
789051747810756864 106
789051747818451200 -82
789051747826145536 -248
789051747833840000 -73
789051747841534336 16
789051747849228672 -14
789051747856923008 -9
789051747864617472 -189
789051747872311808 -314
789051747880006144 -44
789051747887700480 125
789051747895394944 -144
789051747903089280 -305
789051747910783616 16
789051747918477952 471
789051747926172416 719
789051747933866752 618
789051747941561088 260
789051747949255424 -9
789051747956949888 -229
789051747964644224 -388
789051747972338560 -168
789051747980032896 113
789051747987727360 11
789051747995421696 -179
789051748003116032 -156
789051748010810368 -149
789051748018504832 -227
789051748026199168 -78
789051748033893504 59
789051748041587840 -177
789051748049282304 -376
789051748056976640 -156
789051748064670976 198
789051748072365312 146
789051748080059776 -215
789051748087754112 -170
789051748095448448 21
789051748103142784 -21
789051748110837248 9
789051748118531584 -120
789051748126225920 -215
789051748133920256 9
789051748141614720 -16
789051748149309056 -127
789051748157003392 68
789051748164697728 101
789051748172392192 -94
789051748180086528 -146
789051748187780864 -66
789051748195475200 85
789051748203169664 63
789051748210864000 -191
789051748218558392 -206
789051748226252672 -23
789051748233947008 -158
789051748241641472 -331
789051748249335808 -175
789051748257030144 -47
789051748264724480 -130
789051748272418944 -196
789051748280113280 -239
789051748287807616 -310
789051748295501952 -222
789051748303196416 -111
789051748310890752 -232
789051748318585088 -298
789051748326279424 -194
789051748333973888 -146
789051748341668224 -175
789051748349362560 -279
789051748357056896 -326
789051748364751360 -213
789051748372445696 -161
789051748380140032 -236
789051748387834368 -236
789051748395528832 -172
789051748403223168 -189
789051748410917504 -206
789051748418611840 -158
789051748426306304 -156
789051748434000640 -248
789051748441694976 -300
789051748449389312 -239
789051748457083776 -179
789051748464778112 -175
789051748472472448 -163
789051748480166784 -156
789051748487861248 -158
789051748495555584 -156
789051748503249920 -182
789051748510944256 -217
789051748518638720 -222
789051748526333056 -217
789051748534027392 -208
789051748541721728 -179
789051748549416192 -168
789051748557110528 -191
789051748564804864 -198
789051748572499200 -170
789051748580193664 -146
789051748587888000 -194
789051748595582336 -234
789051748603276672 -201
789051748610971136 -201
789051748618665472 -161
789051748626359808 97
789051748634054144 388
789051748641748608 438
789051748649442944 213
789051748657137280 -137
789051748664831616 -367
789051748672526080 -326
789051748680220416 -184
789051748687914752 -184
789051748695609088 -239
789051748703303552 -222
789051748710997888 -201
789051748718692224 -175
789051748726386560 -132
789051748734081024 -149
789051748741775360 -194
789051748749469696 -172
789051748757164032 -134
789051748764858496 -149
789051748772552832 -158
789051748780247268 -116
789051748787941504 -68
789051748795635712 -49
789051748803329792 -44
789051748811024000 -54
789051748818718080 -66
789051748826412288 -37
789051748834106496 -16
789051748841800576 30
789051748849494784 106
789051748857188992 16
789051748864883072 -118
789051748872577280 -18
789051748880271360 108
789051748887965568 26
789051748895659776 -54
789051748903353856 -4
789051748911048064 -54
789051748918742272 -139
789051748926436352 -71
789051748934130560 -28
789051748941824640 -80
789051748949518848 -82
789051748957213056 -80
789051748964907136 -87
789051748972601344 -73
789051748980295424 -101
789051748987989632 -59
789051748995683840 21
789051749003377920 -35
789051749011072128 -118
789051749018766336 -108
789051749026460416 -63
789051749034154624 -4
789051749041848704 35
789051749049542912 21
789051749057237120 -4
789051749064931200 -33
789051749072625408 -49
789051749080319488 7
789051749088013696 87
789051749095707904 52
789051749103401984 -61
789051749111096192 -99
789051749118790400 -59
789051749126484480 -26
789051749134178688 -7
789051749141872768 9
789051749149566976 35
789051749157261184 66
789051749164955264 63
789051749172649472 42
789051749180343680 30
789051749188037760 23
789051749195731968 30
789051749203426048 49
789051749211120256 44
789051749218814464 23
789051749226508544 18
789051749234202752 30
789051749241896832 26
789051749249591040 23
789051749257285248 37
789051749264979328 18
789051749272673536 -37
789051749280367744 -89
789051749288061824 -66
789051749295756032 142
789051749303450112 499
789051749311144320 776
789051749318838528 750
789051749326532608 378
789051749334226816 -89
789051749341920886 -243
789051749349615104 -101
789051749357309312 -85
789051749365003392 -172
789051749372697600 -139
789051749380391680 -108
789051749388085888 -149
789051749395780096 -172
789051749403474176 -175
789051749411168384 -170
789051749418862592 -168
789051749426556672 -187
789051749434250880 -189
789051749441944960 -170
789051749449639168 -158
789051749457333376 -149
789051749465027456 -153
789051749472721664 -156
789051749480415872 -132
789051749488109952 -108
789051749495804160 -94
789051749503498240 -82
789051749511192448 -78
789051749518886656 -63
789051749526580736 -37
789051749534274944 -23
789051749541969024 -35
789051749549663232 -42
789051749557357440 -23
789051749565051520 -11
789051749572745728 -30
789051749580439936 -59
789051749588134016 -73
789051749595828224 -68
789051749603522304 -63
789051749611216512 -85
789051749618910720 -108
789051749626604800 -118
789051749634299008 -139
789051749641993088 -177
789051749649687296 -191
789051749657381504 -182
789051749665075584 -168
789051749672769792 -132
789051749680464000 -111
789051749688158080 -125
789051749695852288 -123
789051749703546368 -104
789051749711240576 -87
789051749718934784 -92
789051749726628864 -137
789051749734323072 -132
789051749742017280 -63
789051749749711360 -40
789051749757405568 -75
789051749765099648 -85
789051749772793856 -30
789051749780488064 11
789051749788182144 -16
789051749795876352 -54
789051749803570432 -47
789051749811264640 -42
789051749818958848 -47
789051749826652928 -42
789051749834347136 -44
789051749842041344 -42
789051749849735424 -21
789051749857429632 11
789051749865123712 9
789051749872817920 -23
789051749880512128 -30
789051749888206208 -11
789051749895900416 18
789051749903594502 16
789051749911288832 -73
789051749918983168 -71
789051749926677632 220
789051749934371968 601
789051749942066304 760
789051749949760640 610
789051749957455104 229
789051749965149440 -158
789051749972843776 -232
789051749980538112 -87
789051749988232576 -71
789051749995926912 -123
789051750003621248 -87
789051750011315584 -52
789051750019010048 -73
789051750026704384 -92
789051750034398720 -92
789051750042093056 -101
789051750049787520 -104
789051750057481856 -99
789051750065176192 -85
789051750072870528 -56
789051750080564992 -44
789051750088259328 -47
789051750095953664 -35
789051750103648000 -4
789051750111342464 9
789051750119036800 -14
789051750126731136 -18
789051750134425472 14
789051750142119936 42
789051750149814272 56
789051750157508608 61
789051750165202944 73
789051750172897408 85
789051750180591744 71
789051750188286080 42
789051750195980416 26
789051750203674880 28
789051750211369216 35
789051750219063552 33
789051750226757888 14
789051750234452352 0
789051750242146688 -9
789051750249841024 -44
789051750257535360 -80
789051750265229824 -80
789051750272924160 -63
789051750280618496 -73
789051750288312832 -106
789051750296007296 -108
789051750303701632 -71
789051750311395968 -59
789051750319090304 -71
789051750326784768 -61
789051750334479104 -40
789051750342173440 -23
789051750349867776 -33
789051750357562240 -49
789051750365256576 -18
789051750372950912 -21
789051750380645248 -94
789051750388339712 -87
789051750396034048 -16
789051750403728384 11
789051750411422720 -4
789051750419117184 -11
789051750426811520 2
789051750434505856 4
789051750442200192 -9
789051750449894656 -16
789051750457588992 -33
789051750465283378 -44
789051750472977664 0
789051750480672000 54
789051750488366464 28
789051750496060800 -16
789051750503755136 -21
789051750511449472 -30
789051750519143936 -2
789051750526838272 47
789051750534532608 0
789051750542226944 -68
789051750549921408 18
789051750557615744 274
789051750565310080 537
789051750573004416 629
789051750580698880 457
789051750588393216 108
789051750596087552 -118
789051750603781888 -97
789051750611476352 -33
789051750619170688 -44
789051750626865024 -44
789051750634559360 -2
789051750642253824 59
789051750649948160 73
789051750657642496 37
789051750665336832 42
789051750673031296 68
789051750680725632 97
789051750688419968 137
789051750696114304 146
789051750703808768 132
789051750711503104 153
789051750719197440 184
789051750726891776 191
789051750734586240 184
789051750742280576 170
789051750749974912 172
789051750757669248 217
789051750765363712 255
789051750773058048 243
789051750780752384 241
789051750788446720 251
789051750796141184 239
789051750803835520 246
789051750811529856 262
789051750819224192 246
789051750826918656 241
789051750834612992 248
789051750842307328 227
789051750850001664 210
789051750857696128 206
789051750865390464 182
789051750873084800 170
789051750880779136 184
789051750888473600 187
789051750896167936 172
789051750903862272 151
789051750911556608 142
789051750919251072 153
789051750926945408 165
789051750934639744 161
789051750942334080 153
789051750950028544 146
789051750957722880 149
789051750965417216 153
789051750973111552 139
789051750980806016 142
789051750988500352 184
789051750996194688 203
789051751003889024 172
789051751011583488 156
789051751019277824 165
789051751026972254 177
789051751034666624 194
789051751042360960 210
789051751050055168 196
789051751057749504 151
789051751065443840 123
789051751073138176 118
789051751080832384 94
789051751088526720 68
789051751096221056 56
789051751103915264 68
789051751111609600 123
789051751119303936 127
789051751126998144 101
789051751134692480 137
789051751142386816 142
789051751150081152 68
789051751157775360 40
789051751165469696 139
789051751173164032 355
789051751180858240 622
789051751188552576 809
789051751196246912 745
789051751203941248 357
789051751211635456 -85
789051751219329792 -132
789051751227024128 71
789051751234718336 92
789051751242412672 28
789051751250107008 52
789051751257801344 78
789051751265495552 94
789051751273189888 101
789051751280884224 52
789051751288578432 4
789051751296272768 37
789051751303967104 89
789051751311661312 99
789051751319355648 97
789051751327049984 94
789051751334744320 73
789051751342438528 104
789051751350132864 189
789051751357827200 158
789051751365521408 33
789051751373215744 61
789051751380910080 239
789051751388604416 376
789051751396298624 367
789051751403992960 161
789051751411687296 37
789051751419381504 94
789051751427075840 49
789051751434770176 73
789051751442464384 345
789051751450158720 407
789051751457853056 139
789051751465547392 26
789051751473241600 61
789051751480935936 49
789051751488630272 139
789051751496324480 187
789051751504018816 35
789051751511713152 -7
789051751519407488 161
789051751527101696 170
789051751534796032 -40
789051751542490368 -42
789051751550184576 42
789051751557878912 -59
789051751565573248 -26
789051751573267584 194
789051751580961792 142
789051751588656046 -106
789051751596350080 -99
789051751604044160 49
789051751611738112 161
789051751619432192 310
789051751627126144 260
789051751634820224 -33
789051751642514176 -123
789051751650208256 85
789051751657902208 258
789051751665596288 189
789051751673290240 68
789051751680984320 61
789051751688678272 -37
789051751696372352 -118
789051751704066304 11
789051751711760384 123
789051751719454336 137
789051751727148416 106
789051751734842496 30
789051751742536448 -44
789051751750230528 -49
789051751757924480 26
789051751765618560 21
789051751773312512 37
789051751781006592 293
789051751788700544 535
789051751796394624 473
789051751804088576 341
789051751811782656 277
789051751819476608 42
789051751827170688 -168
789051751834864640 -116
789051751842558720 9
789051751850252672 26
789051751857946752 -40
789051751865640832 -52
789051751873334784 -42
789051751881028864 -54
789051751888722816 -47
789051751896416896 -66
789051751904110848 -23
789051751911804928 44
789051751919498880 0
789051751927192960 2
789051751934886912 113
789051751942580992 116
789051751950274944 -35
789051751957969024 -89
789051751965662976 4
789051751973357056 28
789051751981051008 14
789051751988745088 123
789051751996439168 251
789051752004133120 179
789051752011827200 9
789051752019521152 4
789051752027215232 87
789051752034909184 92
789051752042603264 94
789051752050297216 127
789051752057991296 184
789051752065685248 201
789051752073379328 30
789051752081073280 -113
789051752088767360 61
789051752096461312 170
789051752104155392 -42
789051752111849344 -42
789051752119543424 187
789051752127237504 144
789051752134931456 -18
789051752142625536 9
789051752150319490 99
789051752158013824 61
789051752165708160 -66
789051752173402624 -28
789051752181096960 82
789051752188791296 2
789051752196485632 -23
789051752204180096 125
789051752211874432 156
789051752219568768 -28
789051752227263104 -146
789051752234957568 -14
789051752242651904 99
789051752250346240 -59
789051752258040576 -168
789051752265735040 21
789051752273429376 87
789051752281123712 -82
789051752288818048 -111
789051752296512512 -16
789051752304206848 -30
789051752311901184 -97
789051752319595520 -59
789051752327289984 30
789051752334984320 16
789051752342678656 -61
789051752350372992 -73
789051752358067456 -37
789051752365761792 7
789051752373456128 120
789051752381150464 298
789051752388844928 404
789051752396539264 371
789051752404233600 208
789051752411927936 -71
789051752419622400 -246
789051752427316736 -113
789051752435011072 59
789051752442705408 11
789051752450399872 -101
789051752458094208 -75
789051752465788544 54
789051752473482880 94
789051752481177344 -14
789051752488871680 -71
789051752496566016 -11
789051752504260352 9
789051752511954816 7
789051752519649152 66
789051752527343488 82
789051752535037824 0
789051752542732288 -7
789051752550426624 59
789051752558120960 2
789051752565815296 -94
789051752573509760 2
789051752581204096 82
789051752588898432 2
789051752596592768 68
789051752604287232 153
789051752611981568 -14
789051752619675904 -97
789051752627370240 9
789051752635064704 54
789051752642759040 52
789051752650453376 49
789051752658147712 66
789051752665842176 42
789051752673536512 -73
789051752681230848 -56
789051752688925184 87
789051752696619648 42
789051752704313984 -104
789051752712008366 -14
789051752719702656 47
789051752727396992 -127
789051752735091456 -170
789051752742785792 -26
789051752750480128 37
789051752758174464 -42
789051752765868928 -68
789051752773563264 47
789051752781257600 -11
789051752788951936 -206
789051752796646400 -99
789051752804340736 97
789051752812035072 -11
789051752819729408 -172
789051752827423872 -108
789051752835118208 -2
789051752842812544 -23
789051752850506880 -94
789051752858201344 -99
789051752865895680 -101
789051752873590016 -156
789051752881284352 -146
789051752888978816 -92
789051752896673152 -68
789051752904367488 -63
789051752912061824 -123
789051752919756288 -222
789051752927450624 -182
789051752935144960 -63
789051752942839296 -85
789051752950533760 -125
789051752958228096 0
789051752965922432 208
789051752973616768 407
789051752981311232 409
789051752989005568 82
789051752996699904 -236
789051753004394240 -272
789051753012088704 -156
789051753019783040 -104
789051753027477376 -144
789051753035171712 -158
789051753042866176 -99
789051753050560512 -82
789051753058254848 -142
789051753065949184 -130
789051753073643648 -78
789051753081337984 -118
789051753089032320 -175
789051753096726656 -144
789051753104421120 -89
789051753112115456 -78
789051753119809792 -89
789051753127504128 -99
789051753135198592 -78
789051753142892928 -49
789051753150587264 -52
789051753158281600 -49
789051753165976064 -30
789051753173670400 -37
789051753181364736 -49
789051753189059072 -40
789051753196753536 -30
789051753204447872 -9
789051753212142208 21
789051753219836544 28
789051753227531008 -26
789051753235225344 -97
789051753242919680 -92
789051753250614016 -37
789051753258308480 -33
789051753266002816 -71
789051753273697242 -35
789051753281391744 61
789051753289086208 16
789051753296780672 -130
789051753304475008 -113
789051753312169472 -18
789051753319863936 -63
789051753327558400 -123
789051753335252864 -106
789051753342947200 -73
789051753350641664 -44
789051753358336128 -87
789051753366030592 -139
789051753373725056 -68
789051753381419392 -2
789051753389113856 -30
789051753396808320 -49
789051753404502784 -54
789051753412197248 -118
789051753419891584 -161
789051753427586048 -120
789051753435280512 -87
789051753442974976 -75
789051753450669440 -71
789051753458363776 -104
789051753466058240 -142
789051753473752704 -120
789051753481447168 -85
789051753489141504 -82
789051753496835968 -94
789051753504530432 -101
789051753512224896 -118
789051753519919360 -101
789051753527613696 47
789051753535308160 303
789051753543002624 476
789051753550697088 397
789051753558391552 97
789051753566085888 -196
789051753573780352 -267
789051753581474816 -149
789051753589169280 -73
789051753596863744 -106
789051753604558080 -127
789051753612252544 -97
789051753619947008 -89
789051753627641472 -108
789051753635335936 -97
789051753643030272 -63
789051753650724736 -56
789051753658419200 -59
789051753666113664 -40
789051753673808128 -30
789051753681502464 -30
789051753689196928 -16
789051753696891392 9
789051753704585856 14
789051753712280320 -2
789051753719974656 7
789051753727669120 42
789051753735363584 52
789051753743058048 49
789051753750752512 63
789051753758446848 85
789051753766141312 111
789051753773835776 125
789051753781530240 71
789051753789224704 16
789051753796919040 71
789051753804613504 137
789051753812307968 120
789051753820002432 89
789051753827696896 104
789051753835391206 111
789051753843085952 75
789051753850780672 80
789051753858475392 94
789051753866170112 26
789051753873864832 -4
789051753881559552 66
789051753889254272 97
789051753896948992 37
789051753904643712 2
789051753912338432 40
789051753920033152 73
789051753927727872 47
789051753935422592 14
789051753943117312 11
789051753950812032 30
789051753958506752 54
789051753966201472 42
789051753973896192 7
789051753981590912 -11
789051753989285504 -28
789051753996980224 -23
789051754004674944 21
789051754012369664 33
789051754020064384 21
789051754027759104 47
789051754035453824 66
789051754043148544 71
789051754050843264 73
789051754058537984 0
789051754066232704 -66
789051754073927424 9
789051754081622144 137
789051754089316864 234
789051754097011584 348
789051754104706304 565
789051754112401024 731
789051754120095744 532
789051754127790464 123
789051754135485184 -47
789051754143179904 30
789051754150874624 21
789051754158569344 -26
789051754166264064 33
789051754173958784 54
789051754181653504 18
789051754189348224 40
789051754197042944 52
789051754204737664 -2
789051754212432384 -2
789051754220127104 59
789051754227821824 56
789051754235516544 23
789051754243211264 52
789051754250905984 78
789051754258600704 66
789051754266295424 80
789051754273990016 87
789051754281684736 80
789051754289379456 61
789051754297074176 49
789051754304768896 97
789051754312463616 108
789051754320158336 80
789051754327853056 97
789051754335547776 111
789051754343242496 94
789051754350937216 106
789051754358631936 108
789051754366326656 80
789051754374021376 44
789051754381716096 14
789051754389410816 18
789051754397105512 21
789051754404799872 -18
789051754412494208 -75
789051754420188672 -99
789051754427883008 -75
789051754435577344 -61
789051754443271680 -71
789051754450966144 -42
789051754458660480 -2
789051754466354816 -80
789051754474049152 -194
789051754481743616 -161
789051754489437952 -101
789051754497132288 -118
789051754504826624 -127
789051754512521088 -134
789051754520215424 -106
789051754527909760 -23
789051754535604096 -33
789051754543298560 -134
789051754550992896 -165
789051754558687232 -149
789051754566381568 -146
789051754574076032 -142
789051754581770368 -123
789051754589464704 -82
789051754597159040 -66
789051754604853504 -94
789051754612547840 -127
789051754620242176 -184
789051754627936512 -241
789051754635630976 -184
789051754643325312 -4
789051754651019648 239
789051754658713984 476
789051754666408448 525
789051754674102784 262
789051754681797120 -132
789051754689491456 -300
789051754697185920 -189
789051754704880256 -172
789051754712574592 -265
789051754720268928 -191
789051754727963392 -132
789051754735657728 -253
789051754743352064 -324
789051754751046400 -251
789051754758740864 -177
789051754766435200 -203
789051754774129536 -201
789051754781823872 -130
789051754789518336 -168
789051754797212672 -220
789051754804907008 -134
789051754812601344 -92
789051754820295808 -165
789051754827990144 -161
789051754835684480 -40
789051754843378816 -56
789051754851073280 -210
789051754858767616 -198
789051754866461952 -82
789051754874156288 -75
789051754881850752 -73
789051754889545088 -9
789051754897239424 -56
789051754904933760 -177
789051754912628224 -189
789051754920322560 -179
789051754928016896 -243
789051754935711232 -307
789051754943405696 -251
789051754951100032 -35
789051754958794390 52
789051754966488960 -146
789051754974183552 -284
789051754981878272 -198
789051754989572864 -127
789051754997267584 -163
789051755004962176 -255
789051755012656896 -300
789051755020351488 -137
789051755028046080 -9
789051755035740800 -227
789051755043435392 -454
789051755051130112 -423
789051755058824704 -269
789051755066519424 -137
789051755074214016 -196
789051755081908608 -300
789051755089603328 -215
789051755097297920 -113
789051755104992640 -179
789051755112687232 -336
789051755120381952 -374
789051755128076544 -246
789051755135771136 -163
789051755143465856 -208
789051755151160448 -262
789051755158855168 -314
789051755166549760 -324
789051755174244480 -217
789051755181939072 -146
789051755189633664 -106
789051755197328384 108
789051755205022976 352
789051755212717696 343
789051755220412288 85
789051755228107008 -229
789051755235801600 -357
789051755243496192 -265
789051755251190912 -215
789051755258885504 -274
789051755266580224 -253
789051755274274816 -189
789051755281969536 -198
789051755289664128 -203
789051755297358720 -153
789051755305053440 -168
789051755312748032 -229
789051755320442752 -229
789051755328137344 -163
789051755335832064 -116
789051755343526656 -134
789051755351221248 -161
789051755358915968 -142
789051755366610560 -144
789051755374305280 -156
789051755381999872 -97
789051755389694592 -52
789051755397389184 -101
789051755405083776 -137
789051755412778496 -125
789051755420473088 -101
789051755428167808 -37
789051755435862400 -9
789051755443557120 -89
789051755451251712 -175
789051755458946304 -130
789051755466641024 -68
789051755474335616 -97
789051755482030336 -106
789051755489724928 -108
789051755497419648 -134
789051755505114240 -94
789051755512808832 -35
789051755520503612 -80
789051755528198016 -137
789051755535892480 -120
789051755543587072 -111
789051755551281536 -130
789051755558976000 -125
789051755566670592 -106
789051755574365056 -85
789051755582059520 -92
789051755589754112 -104
789051755597448576 -66
789051755605143040 -42
789051755612837632 -78
789051755620532096 -99
789051755628226560 -75
789051755635921152 -52
789051755643615616 -80
789051755651310080 -139
789051755659004672 -125
789051755666699136 -52
789051755674393600 -52
789051755682088192 -92
789051755689782656 -85
789051755697477120 -78
789051755705171712 -97
789051755712866176 -89
789051755720560640 -75
789051755728255232 -66
789051755735949696 92
789051755743644288 393
789051755751338752 563
789051755759033216 449
789051755766727808 132
789051755774422272 -161
789051755782116736 -206
789051755789811328 -134
789051755797505792 -153
789051755805200256 -168
789051755812894848 -132
789051755820589312 -137
789051755828283776 -144
789051755835978368 -134
789051755843672832 -144
789051755851367296 -144
789051755859061888 -120
789051755866756352 -106
789051755874450816 -108
789051755882145408 -116
789051755889839872 -111
789051755897534336 -101
789051755905228928 -99
789051755912923392 -101
789051755920617856 -108
789051755928312448 -82
789051755936006912 -37
789051755943701376 -30
789051755951395968 -23
789051755959090432 -9
789051755966784896 -40
789051755974479488 -49
789051755982173952 -7
789051755989868416 -11
789051755997563008 -44
789051756005257472 -35
789051756012951936 -21
789051756020646528 -33
789051756028340992 -42
789051756036035456 -37
789051756043730048 -42
789051756051424512 -52
789051756059118976 -42
789051756066813568 -56
789051756074508032 -85
789051756082202660 -87
789051756089896960 -75
789051756097591296 -40
789051756105285760 -21
789051756112980096 -56
789051756120674432 -97
789051756128368768 -82
789051756136063232 -52
789051756143757568 -49
789051756151451904 -59
789051756159146240 -56
789051756166840704 -75
789051756174535040 -101
789051756182229376 -94
789051756189923712 -85
789051756197618176 -87
789051756205312512 -82
789051756213006848 -97
789051756220701184 -132
789051756228395648 -137
789051756236089984 -113
789051756243784320 -104
789051756251478656 -163
789051756259173120 -217
789051756266867456 -89
789051756274561792 198
789051756282256128 476
789051756289950592 592
789051756297644928 412
789051756305339264 -7
789051756313033600 -296
789051756320728064 -239
789051756328422400 -134
789051756336116736 -194
789051756343811072 -227
789051756351505536 -168
789051756359199872 -142
789051756366894208 -163
789051756374588544 -158
789051756382283008 -139
789051756389977344 -146
789051756397671680 -163
789051756405366016 -153
789051756413060480 -139
789051756420754816 -137
789051756428449152 -113
789051756436143488 -99
789051756443837952 -132
789051756451532288 -151
789051756459226624 -120
789051756466920960 -89
789051756474615424 -63
789051756482309760 -56
789051756490004096 -78
789051756497698432 -89
789051756505392896 -75
789051756513087232 -63
789051756520781568 -49
789051756528475904 -52
789051756536170368 -82
789051756543864704 -99
789051756551559040 -82
789051756559253376 -87
789051756566947840 -116
789051756574642176 -108
789051756582336512 -63
789051756590030848 -75
789051756597725312 -168
789051756605419648 -184
789051756613113984 -116
789051756620808320 -113
789051756628502784 -161
789051756636197120 -179
789051756643891536 -177
789051756651586048 -137
789051756659280512 -92
789051756666974976 -113
789051756674669312 -153
789051756682363776 -111
789051756690058240 -63
789051756697752704 -130
789051756705447168 -189
789051756713141504 -170
789051756720835968 -170
789051756728530432 -179
789051756736224896 -153
789051756743919360 -144
789051756751613696 -172
789051756759308160 -170
789051756767002624 -139
789051756774697088 -156
789051756782391552 -191
789051756790085888 -215
789051756797780352 -232
789051756805474816 -132
789051756813169280 142
789051756820863744 431
789051756828558080 483
789051756836252544 229
789051756843947008 -137
789051756851641472 -322
789051756859335808 -241
789051756867030272 -125
789051756874724736 -149
789051756882419200 -220
789051756890113664 -215
789051756897808000 -168
789051756905502464 -151
789051756913196928 -142
789051756920891392 -130
789051756928585856 -146
789051756936280192 -144
789051756943974656 -89
789051756951669120 -78
789051756959363584 -125
789051756967058048 -130
789051756974752384 -106
789051756982446848 -101
789051756990141312 -80
789051756997835776 -44
789051757005530240 -52
789051757013224576 -68
789051757020919040 -54
789051757028613504 -33
789051757036307968 -18
789051757044002432 -26
789051757051696768 -47
789051757059391232 -49
789051757067085696 -59
789051757074780160 -80
789051757082474624 -73
789051757090168960 -66
789051757097863424 -92
789051757105557888 -111
789051757113252352 -97
789051757120946816 -89
789051757128641152 -120
789051757136335616 -139
789051757144030080 -130
789051757151724544 -134
789051757159419008 -144
789051757167113344 -125
789051757174807808 -123
789051757182502272 -165
789051757190196736 -175
789051757197891200 -142
789051757205585500 -116
789051757213280256 -82
789051757220974976 -75
789051757228669696 -116
789051757236364416 -134
789051757244059136 -134
789051757251753856 -137
789051757259448576 -139
789051757267143296 -156
789051757274838016 -165
789051757282532736 -172
789051757290227456 -177
789051757297922176 -125
789051757305616896 -82
789051757313311616 -116
789051757321006336 -146
789051757328701056 -134
789051757336395776 -153
789051757344090496 -172
789051757351785216 -40
789051757359479808 277
789051757367174528 606
789051757374869248 679
789051757382563968 383
789051757390258688 -71
789051757397953408 -291
789051757405648128 -184
789051757413342848 -106
789051757421037568 -177
789051757428732288 -191
789051757436427008 -146
789051757444121728 -158
789051757451816448 -163
789051757459511168 -137
789051757467205888 -139
789051757474900608 -151
789051757482595328 -130
789051757490290048 -99
789051757497984768 -94
789051757505679488 -106
789051757513374208 -120
789051757521068928 -116
789051757528763648 -89
789051757536458368 -71
789051757544153088 -71
789051757551847808 -49
789051757559542528 -40
789051757567237248 -66
789051757574931968 -49
789051757582626688 -11
789051757590321408 -28
789051757598016128 -37
789051757605710848 -11
789051757613405568 -18
789051757621100288 -37
789051757628795008 -33
789051757636489728 -26
789051757644184320 -18
789051757651879040 -23
789051757659573760 -63
789051757667268480 -92
789051757674963200 -75
789051757682657920 -59
789051757690352640 -78
789051757698047360 -101
789051757705742080 -104
789051757713436800 -97
789051757721131520 -75
789051757728826240 -63
789051757736520960 -85
789051757744215680 -97
789051757751910400 -92
789051757759605120 -99
789051757767299806 -101
789051757774994176 -92
789051757782688512 -82
789051757790382976 -71
789051757798077312 -73
789051757805771648 -113
789051757813465984 -134
789051757821160448 -116
789051757828854784 -116
789051757836549120 -132
789051757844243456 -127
789051757851937920 -130
789051757859632256 -139
789051757867326592 -92
789051757875020928 -59
789051757882715392 -123
789051757890409728 -208
789051757898104064 -213
789051757905798400 -66
789051757913492864 262
789051757921187200 592
789051757928881536 637
789051757936575872 326
789051757944270336 -113
789051757951964672 -319
789051757959659008 -196
789051757967353344 -80
789051757975047808 -130
789051757982742144 -163
