TIMESTAMP ECG(microV)
789051796523771238 -99
789051796531465600 -101
789051796539159936 -73
789051796546854400 -78
789051796554548736 -80
789051796562243072 -63
789051796569937408 -61
789051796577631872 -66
789051796585326208 -68
789051796593020544 -75
789051796600714880 -75
789051796608409344 -66
789051796616103680 -59
789051796623798016 -63
789051796631492352 -54
789051796639186816 -30
789051796646881152 -11
789051796654575488 2
789051796662269824 11
789051796669964288 16
789051796677658624 18
789051796685352960 21
789051796693047296 26
789051796700741760 23
789051796708436096 11
789051796716130432 2
789051796723824768 0
789051796731519232 2
789051796739213568 -4
789051796746907904 -21
789051796754602240 -37
789051796762296704 -44
789051796769991040 -56
789051796777685376 -75
789051796785379712 -78
789051796793074176 -78
789051796800768512 -87
789051796808462848 -92
789051796816157184 -85
789051796823851648 -85
789051796831545984 -73
789051796839240320 -56
789051796846934656 -61
789051796854629120 -71
789051796862323456 -61
789051796870017792 -54
789051796877712128 -59
789051796885406592 -61
789051796893100928 -56
789051796900795264 -47
789051796908489600 -33
789051796916184064 -26
789051796923878400 -21
789051796931572736 -23
789051796939267072 -37
789051796946961536 -59
789051796954655872 -68
789051796962350208 -63
789051796970044544 -59
789051796977739008 -61
789051796985433344 -68
789051796993127680 -71
789051797000822016 -56
789051797008516480 -44
789051797016210816 -49
789051797023905152 -56
789051797031599488 -56
789051797039293952 -68
789051797046988288 -104
789051797054682624 -97
789051797062376960 61
789051797070071424 341
789051797077765760 573
789051797085460114 589
789051797093154560 317
789051797100849024 -75
789051797108543488 -239
789051797116237824 -123
789051797123932288 -66
789051797131626752 -153
789051797139321216 -168
789051797147015680 -97
789051797154710016 -82
789051797162404480 -106
789051797170098944 -101
789051797177793408 -89
789051797185487872 -94
789051797193182208 -89
789051797200876672 -73
789051797208571136 -61
789051797216265600 -59
789051797223960064 -54
789051797231654400 -35
789051797239348864 -14
789051797247043328 -9
789051797254737792 -11
789051797262432256 2
789051797270126592 21
789051797277821056 18
789051797285515520 21
789051797293209984 47
789051797300904320 68
789051797308598784 52
789051797316293248 4
789051797323987712 -4
789051797331682176 16
789051797339376512 14
789051797347070976 2
789051797354765440 4
789051797362459904 4
789051797370154368 -9
789051797377848704 -23
789051797385543168 -28
789051797393237632 -26
789051797400932096 -35
789051797408626560 -52
789051797416320896 -44
789051797424015360 -28
789051797431709824 -30
789051797439404288 -26
789051797447098752 -14
789051797454793088 -11
789051797462487552 -18
789051797470182016 -28
789051797477876480 -35
789051797485570944 -33
789051797493265280 -26
789051797500959744 -33
789051797508654208 -42
789051797516348672 -33
789051797524043136 -26
789051797531737472 -33
789051797539431936 -23
789051797547126400 0
789051797554820864 11
789051797562515328 4
789051797570209664 -18
789051797577904128 -33
789051797585598592 -40
789051797593293056 -44
789051797600987520 -26
789051797608681856 -28
789051797616376320 -44
789051797624070784 -16
789051797631765248 0
789051797639459712 -42
789051797647154078 -49
789051797654848384 -9
789051797662542720 -16
789051797670236928 -56
789051797677931264 -30
789051797685625600 120
789051797693319936 369
789051797701014144 596
789051797708708480 596
789051797716402816 291
789051797724097024 -94
789051797731791360 -220
789051797739485696 -92
789051797747179904 -37
789051797754874240 -97
789051797762568576 -87
789051797770262912 -54
789051797777957120 -63
789051797785651456 -66
789051797793345792 -59
789051797801040000 -63
789051797808734336 -52
789051797816428672 -37
789051797824123008 -44
789051797831817216 -47
789051797839511552 -37
789051797847205888 -28
789051797854900096 -18
789051797862594432 -7
789051797870288768 2
789051797877983104 4
789051797885677312 11
789051797893371648 18
789051797901065984 30
789051797908760192 44
789051797916454528 54
789051797924148864 56
789051797931843072 66
789051797939537408 61
789051797947231744 30
789051797954926080 9
789051797962620288 11
789051797970314624 4
789051797978008960 -4
789051797985703168 -7
789051797993397504 -11
789051798001091840 -18
789051798008786176 -28
789051798016480384 -37
789051798024174720 -52
789051798031869056 -61
789051798039563264 -59
789051798047257600 -52
789051798054951936 -54
789051798062646144 -56
789051798070340480 -63
789051798078034816 -71
789051798085729152 -59
789051798093423360 -49
789051798101117696 -54
789051798108812032 -61
789051798116506240 -61
789051798124200576 -56
789051798131894912 -59
789051798139589248 -61
789051798147283456 -59
789051798154977792 -54
789051798162672128 -47
789051798170366336 -28
789051798178060672 0
789051798185755008 2
789051798193449216 -26
789051798201143552 -52
789051798208837868 -63
789051798216532224 -78
789051798224226560 -75
789051798231921024 -73
789051798239615360 -97
789051798247309696 -118
789051798255004032 -106
789051798262698496 -104
789051798270392832 -106
789051798278087168 -92
789051798285781504 -99
789051798293475968 -153
789051798301170304 -172
789051798308864640 -73
789051798316558976 156
789051798324253440 454
789051798331947776 655
789051798339642112 558
789051798347336448 156
789051798355030912 -217
789051798362725248 -229
789051798370419584 -82
789051798378113920 -111
789051798385808384 -168
789051798393502720 -127
789051798401197056 -111
789051798408891392 -116
789051798416585856 -99
789051798424280192 -111
789051798431974528 -134
789051798439668864 -101
789051798447363328 -61
789051798455057664 -75
789051798462752000 -80
789051798470446336 -59
789051798478140800 -54
789051798485835136 -59
789051798493529472 -49
789051798501223808 -30
789051798508918272 -26
789051798516612608 -30
789051798524306944 -16
789051798532001280 0
789051798539695744 0
789051798547390080 4
789051798555084416 9
789051798562778752 4
789051798570473216 -7
789051798578167552 -21
789051798585861888 -14
789051798593556224 4
789051798601250688 -16
789051798608945024 -47
789051798616639360 -42
789051798624333696 -35
789051798632028160 -56
789051798639722496 -85
789051798647416832 -89
789051798655111168 -73
789051798662805632 -63
789051798670499968 -63
789051798678194304 -61
789051798685888640 -61
789051798693583104 -80
789051798701277440 -85
789051798708971776 -68
789051798716666112 -68
789051798724360576 -78
789051798732054912 -75
789051798739749248 -73
789051798747443584 -80
789051798755138048 -87
789051798762832384 -80
789051798770526744 -73
789051798778221056 -78
789051798785915392 -71
789051798793609856 -85
789051798801304192 -92
789051798808998528 -44
789051798816692864 -9
789051798824387328 -42
789051798832081664 -71
789051798839776000 -89
789051798847470336 -116
789051798855164800 -104
789051798862859136 -78
789051798870553472 -80
789051798878247808 -82
789051798885942272 -71
789051798893636608 -66
789051798901330944 -82
789051798909025280 -89
789051798916719744 -71
789051798924414080 -80
789051798932108416 -142
789051798939802752 -158
789051798947497216 -2
789051798955191552 324
789051798962885888 653
789051798970580224 736
789051798978274688 454
789051798985969024 -9
789051798993663360 -246
789051799001357696 -156
789051799009052160 -71
789051799016746496 -99
789051799024440832 -92
789051799032135168 -54
789051799039829632 -54
789051799047523968 -87
789051799055218304 -106
789051799062912640 -92
789051799070607104 -75
789051799078301440 -85
789051799085995776 -82
789051799093690112 -49
789051799101384576 -30
789051799109078912 -42
789051799116773248 -56
789051799124467584 -44
789051799132162048 -16
789051799139856384 4
789051799147550720 14
789051799155245056 33
789051799162939520 44
789051799170633856 40
789051799178328192 44
789051799186022528 73
789051799193716992 80
789051799201411328 52
789051799209105664 49
789051799216800000 78
789051799224494464 75
789051799232188800 33
789051799239883136 4
789051799247577472 14
789051799255271936 21
789051799262966272 -21
789051799270660608 -59
789051799278354944 -47
789051799286049408 -18
789051799293743744 -21
789051799301438080 -37
789051799309132416 -35
789051799316826880 -21
789051799324521216 -28
789051799332215620 -49
789051799339910272 -49
789051799347604864 -35
789051799355299456 -40
789051799362994048 -44
789051799370688640 -30
789051799378383104 -16
789051799386077696 -21
789051799393772288 -35
789051799401466880 -42
789051799409161472 -61
789051799416856064 -82
789051799424550656 -87
789051799432245248 -82
789051799439939712 -78
789051799447634304 -49
789051799455328896 -14
789051799463023488 -18
789051799470718080 -23
789051799478412672 -18
789051799486107264 -56
789051799493801856 -68
789051799501496448 -7
789051799509190912 -14
789051799516885504 -82
789051799524580096 -63
789051799532274688 -35
789051799539969280 -85
789051799547663872 -87
789051799555358464 -35
789051799563053056 -28
789051799570747648 -78
789051799578442112 -118
789051799586136704 -35
789051799593831296 187
789051799601525888 435
789051799609220480 568
789051799616915072 438
789051799624609664 44
789051799632304256 -253
789051799639998720 -191
789051799647693312 -49
789051799655387904 -94
789051799663082496 -139
789051799670777088 -82
789051799678471680 -56
789051799686166272 -59
789051799693860864 -42
789051799701555456 -71
789051799709249920 -132
789051799716944512 -123
789051799724639104 -73
789051799732333696 -75
789051799740028288 -101
789051799747722880 -75
789051799755417472 -49
789051799763112064 -85
789051799770806656 -80
789051799778501120 14
789051799786195712 44
789051799793890304 -11
789051799801584896 14
789051799809279488 97
789051799816974080 94
789051799824668672 61
789051799832363264 54
789051799840057728 35
789051799847752320 33
789051799855446912 37
789051799863141504 -21
789051799870836096 -61
789051799878530688 -26
789051799886225280 -18
789051799893919756 -52
789051799901614336 -56
789051799909308928 -44
789051799917003520 -80
789051799924698112 -111
789051799932392704 -85
789051799940087168 -80
789051799947781760 -125
789051799955476352 -132
789051799963170944 -97
789051799970865536 -94
789051799978560128 -125
789051799986254720 -144
789051799993949312 -132
789051800001643776 -123
789051800009338368 -139
789051800017032960 -156
789051800024727552 -149
789051800032422144 -144
789051800040116736 -161
789051800047811328 -179
789051800055505920 -182
789051800063200512 -170
789051800070894976 -168
789051800078589568 -163
789051800086284160 -139
789051800093978752 -123
789051800101673344 -130
789051800109367936 -149
789051800117062528 -158
789051800124757120 -170
789051800132451712 -187
789051800140146176 -177
789051800147840768 -151
789051800155535360 -146
789051800163229952 -153
789051800170924544 -146
789051800178619136 -134
789051800186313728 -130
789051800194008320 -127
789051800201702784 -127
789051800209397376 -144
789051800217091968 -184
789051800224786560 -158
789051800232481152 54
789051800240175744 367
789051800247870336 556
789051800255564928 492
789051800263259520 170
789051800270953984 -194
789051800278648576 -277
789051800286343168 -149
789051800294037760 -120
789051800301732352 -158
789051800309426944 -134
789051800317121536 -123
789051800324816128 -134
789051800332510720 -116
789051800340205184 -99
789051800347899776 -108
789051800355594368 -99
789051800363288960 -80
789051800370983552 -92
789051800378678144 -87
789051800386372736 -61
789051800394067328 -54
789051800401761792 -49
789051800409456384 -33
789051800417150976 -30
789051800424845568 -16
789051800432540160 14
789051800440234752 21
789051800447929344 9
789051800455623890 4
789051800463318272 11
789051800471012608 21
789051800478707072 11
789051800486401408 -9
789051800494095744 -16
789051800501790080 -21
789051800509484544 -26
789051800517178880 -23
789051800524873216 -37
789051800532567552 -71
789051800540262016 -99
789051800547956352 -104
789051800555650688 -97
789051800563345024 -94
789051800571039488 -94
789051800578733824 -92
789051800586428160 -89
789051800594122496 -87
789051800601816960 -89
789051800609511296 -89
789051800617205632 -97
789051800624899968 -92
789051800632594432 -78
789051800640288768 -75
789051800647983104 -104
789051800655677440 -137
789051800663371904 -139
789051800671066240 -120
789051800678760576 -118
789051800686454912 -118
789051800694149376 -106
789051800701843712 -99
789051800709538048 -94
789051800717232384 -68
789051800724926848 -59
789051800732621184 -87
789051800740315520 -108
789051800748009856 -111
789051800755704320 -132
789051800763398656 -146
789051800771092992 -118
789051800778787328 -71
789051800786481792 -66
789051800794176128 -89
789051800801870464 -97
789051800809564800 -89
789051800817259264 -94
789051800824953600 -111
789051800832647936 -120
789051800840342272 -144
789051800848036736 -179
789051800855731072 -113
789051800863425408 165
789051800871119744 506
789051800878814208 615
789051800886508544 435
789051800894202880 68
789051800901897216 -229
789051800909591680 -210
789051800917286016 -78
789051800924980352 -108
789051800932674688 -161
789051800940369152 -106
789051800948063488 -59
789051800955757824 -80
789051800963452160 -99
789051800971146624 -87
789051800978840960 -89
789051800986535296 -101
789051800994229632 -68
789051801001924096 -28
789051801009618432 -35
789051801017312766 -33
789051801025007104 -16
789051801032701440 -23
789051801040395904 -21
789051801048090240 9
789051801055784576 9
789051801063478912 -40
789051801071173376 -63
789051801078867712 -30
789051801086562048 -14
789051801094256384 -35
789051801101950848 -33
789051801109645184 -11
789051801117339520 -2
789051801125033856 0
789051801132728320 4
789051801140422656 -9
789051801148116992 -37
789051801155811328 -44
789051801163505792 -35
789051801171200128 -30
789051801178894464 -28
789051801186588800 -42
789051801194283264 -71
789051801201977600 -71
789051801209671936 -47
789051801217366272 -56
789051801225060736 -54
789051801232755072 -26
789051801240449408 -44
789051801248143744 -82
789051801255838208 -68
789051801263532544 -47
789051801271226880 -61
789051801278921216 -89
789051801286615680 -94
789051801294310016 -82
789051801302004352 -97
789051801309698688 -118
789051801317393152 -101
789051801325087488 -78
789051801332781824 -68
789051801340476160 -47
789051801348170624 -28
789051801355864960 -40
789051801363559296 -73
789051801371253632 -89
789051801378948096 -85
789051801386642432 -85
789051801394336768 -97
789051801402031104 -101
789051801409725568 -94
789051801417419904 -92
789051801425114240 -97
789051801432808576 -101
789051801440503040 -92
789051801448197376 -85
789051801455891712 -104
789051801463586048 -142
789051801471280512 -163
789051801478974848 -68
789051801486669184 196
789051801494363520 478
789051801502057984 575
789051801509752320 412
789051801517446656 42
789051801525140992 -253
789051801532835456 -232
789051801540529792 -125
789051801548224128 -158
789051801555918464 -168
789051801563612928 -125
789051801571307264 -134
789051801579001642 -139
789051801586695936 -101
789051801594390272 -99
789051801602084480 -123
789051801609778816 -113
789051801617473152 -92
789051801625167488 -89
789051801632861696 -80
789051801640556032 -66
789051801648250368 -56
789051801655944576 -52
789051801663638912 -37
789051801671333248 -9
789051801679027456 7
789051801686721792 14
789051801694416128 18
789051801702110464 30
789051801709804672 54
789051801717499008 61
789051801725193344 35
789051801732887552 30
789051801740581888 44
789051801748276224 23
789051801755970560 -9
789051801763664768 -16
789051801771359104 -4
789051801779053440 9
789051801786747648 9
789051801794441984 0
789051801802136320 -7
789051801809830656 -18
789051801817524864 -30
789051801825219200 -28
789051801832913536 -21
789051801840607744 -23
789051801848302080 -26
789051801855996416 -18
789051801863690624 -16
789051801871384960 -18
789051801879079296 -21
789051801886773632 -11
789051801894467840 7
789051801902162176 -2
789051801909856512 -21
789051801917550720 -14
789051801925245056 -14
789051801932939392 -33
789051801940633728 -21
789051801948327936 11
789051801956022272 40
789051801963716608 61
789051801971410816 49
789051801979105152 14
789051801986799488 7
789051801994493696 11
789051802002188032 18
789051802009882368 47
789051802017576704 54
789051802025270912 -18
789051802032965248 -63
789051802040659584 -14
789051802048353792 21
789051802056048128 -4
789051802063742464 -14
789051802071436800 -2
789051802079131008 -4
789051802086825344 -35
789051802094519680 -44
789051802102213888 92
789051802109908224 371
789051802117602560 596
789051802125296896 589
789051802132991104 322
789051802140685434 -33
789051802148379520 -179
789051802156073600 -75
789051802163767552 -14
789051802171461632 -61
789051802179155584 -56
789051802186849664 -26
789051802194543616 -26
789051802202237696 -33
789051802209931648 -40
789051802217625728 -21
789051802225319680 11
789051802233013760 -4
789051802240707712 -28
789051802248401792 -2
789051802256095744 14
789051802263789824 2
789051802271483776 4
789051802279177856 18
789051802286871936 44
789051802294565888 66
789051802302259968 71
789051802309953920 92
789051802317648000 104
789051802325341952 97
789051802333036032 101
789051802340729984 116
789051802348424064 111
789051802356118016 97
789051802363812096 97
789051802371506048 97
789051802379200128 82
789051802386894080 63
789051802394588160 42
789051802402282112 21
789051802409976192 23
789051802417670272 28
789051802425364224 26
789051802433058304 23
789051802440752256 14
789051802448446336 16
789051802456140288 18
789051802463834368 -2
789051802471528320 -21
789051802479222400 -26
789051802486916352 -33
789051802494610432 -40
789051802502304384 -44
789051802509998464 -44
789051802517692416 -44
789051802525386496 -54
789051802533080448 -66
789051802540774528 -61
789051802548468608 -44
789051802556162560 -37
789051802563856640 -44
789051802571550592 -40
789051802579244672 -35
789051802586938624 -47
789051802594632704 -71
789051802602326656 -78
789051802610020736 -68
789051802617714688 -66
789051802625408768 -89
789051802633102720 -97
789051802640796800 -71
789051802648490752 -49
789051802656184832 -49
789051802663878784 -49
789051802671572864 -49
789051802679266944 -56
789051802686960896 -71
789051802694654976 -89
789051802702348878 -73
789051802710043264 80
789051802717737600 388
789051802725432064 653
789051802733126400 648
789051802740820736 336
789051802748515072 -73
789051802756209536 -251
789051802763903872 -144
789051802771598208 -78
789051802779292544 -132
789051802786987008 -125
789051802794681344 -87
789051802802375680 -106
789051802810070016 -118
789051802817764480 -104
789051802825458816 -94
789051802833153152 -87
789051802840847488 -73
789051802848541952 -68
789051802856236288 -71
789051802863930624 -56
789051802871624960 -23
789051802879319424 -16
789051802887013760 -44
789051802894708096 -44
789051802902402432 -4
789051802910096896 28
789051802917791232 49
789051802925485568 66
789051802933179904 49
789051802940874368 16
789051802948568704 30
789051802956263040 44
789051802963957376 18
789051802971651840 14
789051802979346176 26
789051802987040512 16
789051802994734848 9
789051803002429312 16
789051803010123648 -7
789051803017817984 -37
789051803025512320 -42
789051803033206784 -35
789051803040901120 -35
789051803048595456 -49
789051803056289792 -56
789051803063984256 -44
789051803071678592 -47
789051803079372928 -59
789051803087067264 -52
789051803094761728 -30
789051803102456064 -33
789051803110150400 -59
789051803117844736 -63
789051803125539200 -44
789051803133233536 -52
789051803140927872 -66
789051803148622208 -68
789051803156316672 -71
789051803164011008 -71
789051803171705344 -56
789051803179399680 -47
789051803187094144 -42
789051803194788480 -40
789051803202482816 -47
789051803210177152 -49
789051803217871616 -44
789051803225565952 -52
789051803233260288 -56
789051803240954624 -42
789051803248649088 -40
789051803256343424 -44
789051803264037754 -35
789051803271731712 -16
789051803279425664 -18
789051803287119616 -42
789051803294813568 -73
789051803302507520 -97
789051803310201472 -63
789051803317895424 132
789051803325589376 468
789051803333283328 698
789051803340977280 580
789051803348671232 158
789051803356365184 -203
789051803364059136 -236
789051803371753088 -111
789051803379447040 -111
789051803387140992 -156
789051803394834944 -113
789051803402528896 -94
789051803410222848 -116
789051803417916800 -104
789051803425610752 -75
789051803433304704 -85
789051803440998656 -87
789051803448692608 -66
789051803456386560 -59
789051803464080512 -66
789051803471774464 -49
789051803479468416 -18
789051803487162368 -9
789051803494856320 -28
789051803502550272 -14
789051803510244224 42
789051803517938176 59
789051803525632128 42
789051803533325952 49
789051803541019904 66
789051803548713856 73
789051803556407808 61
789051803564101760 33
789051803571795712 21
789051803579489664 14
789051803587183616 -2
789051803594877568 2
789051803602571520 14
789051803610265472 18
789051803617959424 7
789051803625653376 -33
789051803633347328 -44
789051803641041280 -37
789051803648735232 -56
789051803656429184 -56
789051803664123136 -35
789051803671817088 -40
789051803679511040 -42
789051803687204992 -35
789051803694898944 -28
789051803702592896 -18
789051803710286848 -23
789051803717980800 -30
789051803725674752 -35
789051803733368704 -49
789051803741062656 -56
789051803748756608 -42
789051803756450560 -28
789051803764144512 -28
789051803771838464 -40
789051803779532416 -44
789051803787226368 -28
789051803794920320 -14
789051803802614272 -26
789051803810308224 -44
789051803818002176 -47
789051803825696112 -44
789051803833390464 -37
789051803841084800 -35
789051803848779264 -40
789051803856473600 -37
789051803864167936 -40
789051803871862272 -47
789051803879556736 -42
789051803887251072 -52
789051803894945408 -78
789051803902639744 -97
789051803910334208 -99
789051803918028544 -14
789051803925722880 258
789051803933417216 556
789051803941111680 584
789051803948806016 298
789051803956500352 -73
789051803964194688 -243
789051803971889152 -153
789051803979583488 -75
789051803987277824 -108
789051803994972160 -106
789051804002666624 -89
789051804010360960 -113
789051804018055296 -116
789051804025749632 -85
789051804033444096 -71
789051804041138432 -78
789051804048832768 -85
789051804056527104 -78
789051804064221568 -59
789051804071915904 -44
789051804079610240 -37
789051804087304576 -26
789051804094999040 -21
789051804102693376 -26
789051804110387712 -14
789051804118082048 0
789051804125776512 2
789051804133470848 16
789051804141165184 28
789051804148859520 23
789051804156553984 21
789051804164248320 14
789051804171942656 -11
789051804179636992 -35
789051804187331456 -28
789051804195025792 2
789051804202720128 -2
789051804210414464 -35
789051804218108928 -40
789051804225803264 -28
789051804233497600 -42
789051804241191936 -66
789051804248886400 -78
789051804256580736 -73
789051804264275072 -73
789051804271969408 -80
789051804279663872 -75
789051804287358208 -71
789051804295052544 -73
789051804302746880 -87
789051804310441344 -92
789051804318135680 -87
789051804325830016 -89
789051804333524352 -113
789051804341218816 -127
789051804348913152 -118
789051804356607488 -111
789051804364301824 -120
789051804371996288 -125
789051804379690624 -120
789051804387384988 -106
789051804395079296 -82
789051804402773632 -78
789051804410468096 -104
789051804418162432 -137
789051804425856768 -170
789051804433551104 -165
789051804441245568 -116
789051804448939904 -106
789051804456634240 -149
789051804464328576 -151
789051804472023040 -120
789051804479717376 -123
789051804487411712 -134
789051804495106048 -116
789051804502800512 -111
789051804510494848 -149
789051804518189184 -149
789051804525883520 -18
789051804533577984 220
789051804541272320 452
789051804548966656 490
789051804556660992 234
789051804564355456 -108
789051804572049792 -229
789051804579744128 -118
789051804587438464 -66
789051804595132928 -111
789051804602827264 -108
789051804610521600 -87
789051804618215936 -94
789051804625910400 -80
789051804633604736 -49
789051804641299072 -44
789051804648993408 -49
789051804656687872 -54
789051804664382208 -52
789051804672076544 -40
789051804679770880 -23
789051804687465344 -21
789051804695159680 -26
789051804702854016 -11
789051804710548352 4
789051804718242816 9
789051804725937152 18
789051804733631488 35
789051804741325824 49
789051804749020288 61
789051804756714624 66
789051804764408960 66
789051804772103296 61
789051804779797760 47
789051804787492096 28
789051804795186432 26
789051804802880768 28
789051804810575232 21
789051804818269568 14
789051804825963904 4
789051804833658240 -18
789051804841352704 -35
789051804849047040 -14
789051804856741376 2
789051804864435712 -14
789051804872130176 -28
789051804879824512 -35
789051804887518848 -40
789051804895213184 -42
789051804902907648 -49
789051804910601984 -52
789051804918296320 -26
789051804925990656 -18
789051804933685120 -52
789051804941379456 -49
789051804949073864 -9
789051804956768256 -26
789051804964462592 -59
789051804972156800 -42
789051804979851136 -30
789051804987545472 -44
789051804995239808 -42
789051805002934016 -33
789051805010628352 -26
789051805018322688 -44
789051805026016896 -75
789051805033711232 -78
789051805041405568 -73
789051805049099776 -82
789051805056794112 -75
789051805064488448 -61
789051805072182784 -66
789051805079876992 -80
789051805087571328 -75
789051805095265664 -56
789051805102959872 -59
789051805110654208 -89
789051805118348544 -123
789051805126042880 -116
789051805133737088 18
789051805141431424 279
789051805149125760 506
789051805156819968 537
789051805164514304 284
789051805172208640 -94
789051805179902976 -258
789051805187597184 -156
789051805195291520 -108
789051805202985856 -161
789051805210680064 -132
789051805218374400 -94
789051805226068736 -118
789051805233762944 -127
789051805241457280 -118
789051805249151616 -108
789051805256845952 -87
789051805264540160 -68
789051805272234496 -68
789051805279928832 -71
789051805287623040 -68
789051805295317376 -63
789051805303011712 -59
789051805310706048 -47
789051805318400256 -42
789051805326094592 -47
789051805333788928 -28
789051805341483136 0
789051805349177472 -7
789051805356871808 -30
789051805364566016 -28
789051805372260352 -11
789051805379954688 -16
789051805387649024 -30
789051805395343232 -35
789051805403037568 -40
789051805410731904 -56
789051805418426112 -68
789051805426120448 -63
789051805433814784 -71
789051805441509120 -97
789051805449203328 -99
789051805456897664 -89
789051805464592000 -99
789051805472286208 -108
789051805479980544 -106
789051805487674880 -106
789051805495369216 -108
789051805503063424 -108
789051805510757656 -101
789051805518451968 -97
789051805526146304 -106
789051805533840512 -118
789051805541534848 -120
789051805549229184 -111
789051805556923520 -113
789051805564617728 -130
789051805572312064 -130
789051805580006400 -118
789051805587700608 -127
789051805595394944 -144
789051805603089280 -130
789051805610783488 -101
789051805618477824 -106
789051805626172160 -142
789051805633866496 -163
789051805641560704 -153
789051805649255040 -161
789051805656949376 -177
789051805664643584 -168
789051805672337920 -151
789051805680032256 -153
789051805687726592 -158
789051805695420800 -149
789051805703115136 -142
789051805710809472 -163
789051805718503680 -210
789051805726198016 -232
789051805733892352 -99
789051805741586688 187
789051805749280896 466
789051805756975232 539
789051805764669568 286
789051805772363776 -156
789051805780058112 -371
789051805787752448 -260
789051805795446656 -187
789051805803140992 -251
789051805810835328 -248
789051805818529664 -196
789051805826223872 -191
789051805833918208 -201
789051805841612544 -196
789051805849306752 -191
789051805857001088 -187
789051805864695424 -172
789051805872389760 -161
789051805880083968 -151
789051805887778304 -142
789051805895472640 -137
789051805903166848 -116
789051805910861184 -82
789051805918555520 -66
789051805926249728 -37
789051805933944064 -7
789051805941638400 -35
789051805949332736 -66
789051805957026944 -16
789051805964721280 30
789051805972415616 9
789051805980109824 -26
789051805987804160 -40
789051805995498496 -37
789051806003192832 -26
789051806010887040 -28
789051806018581376 -28
789051806026275712 -9
789051806033969920 -4
789051806041664256 -35
789051806049358592 -54
789051806057052800 -49
789051806064747136 -18
789051806072441446 -4
789051806080135552 -47
789051806087829632 -87
789051806095523712 -63
789051806103217792 -28
789051806110911872 -21
789051806118605952 -18
789051806126300032 -14
789051806133994240 -44
789051806141688320 -75
789051806149382400 -61
789051806157076480 -44
789051806164770560 -54
789051806172464640 -61
789051806180158720 -63
789051806187852800 -54
789051806195546880 -30
789051806203240960 -7
789051806210935040 2
789051806218629120 2
789051806226323200 -11
789051806234017280 -26
789051806241711488 -28
789051806249405568 -26
789051806257099648 -21
789051806264793728 -9
789051806272487808 9
789051806280181888 9
789051806287875968 -7
789051806295570048 -7
789051806303264128 4
789051806310958208 2
789051806318652288 -9
789051806326346368 -9
789051806334040448 -21
789051806341734656 -37
789051806349428736 49
789051806357122816 279
789051806364816896 530
789051806372510976 610
789051806380205056 400
789051806387899136 28
789051806395593216 -163
789051806403287296 -78
789051806410981376 -2
789051806418675456 -47
789051806426369536 -44
789051806434063616 -14
789051806441757696 -26
789051806449451904 -18
789051806457145984 -4
789051806464840064 -11
789051806472534144 -2
789051806480228224 28
789051806487922304 40
789051806495616384 30
789051806503310464 35
789051806511004544 52
789051806518698624 59
789051806526392704 54
789051806534086784 49
789051806541780864 52
789051806549475072 61
789051806557169152 87
789051806564863232 108
789051806572557312 113
789051806580251392 108
789051806587945472 104
789051806595639552 97
789051806603333632 85
789051806611027712 78
789051806618721792 78
789051806626415872 75
789051806634109976 66
789051806641804288 54
789051806649498624 47
789051806657193088 49
789051806664887424 47
789051806672581760 35
789051806680276096 26
789051806687970560 30
789051806695664896 26
789051806703359232 -4
789051806711053568 -11
789051806718748032 26
789051806726442368 37
789051806734136704 11
789051806741831040 9
789051806749525504 16
789051806757219840 9
789051806764914176 -7
789051806772608512 -35
789051806780302976 -44
789051806787997312 -30
789051806795691648 -33
789051806803385984 -42
789051806811080448 -33
789051806818774784 -14
789051806826469120 -2
789051806834163456 7
789051806841857920 18
789051806849552256 14
789051806857246592 -2
789051806864940928 -26
789051806872635392 -47
789051806880329728 -44
789051806888024064 -33
789051806895718400 -28
789051806903412864 -18
789051806911107200 -14
789051806918801536 -21
789051806926495872 -28
789051806934190336 -23
789051806941884672 -16
789051806949579008 -21
789051806957273344 -61
789051806964967808 -113
789051806972662144 -40
789051806980356480 232
789051806988050816 542
789051806995745280 665
789051807003439616 476
789051807011133952 82
789051807018828288 -168
789051807026522752 -120
789051807034217088 -33
789051807041911424 -68
789051807049605760 -82
789051807057300224 -54
789051807064994560 -59
789051807072688896 -68
789051807080383232 -44
789051807088077696 -35
789051807095772032 -47
789051807103466368 -49
789051807111160704 -33
789051807118855168 -26
789051807126549504 -26
789051807134243840 -2
789051807141938176 21
789051807149632640 9
789051807157326976 4
789051807165021312 28
789051807172715648 56
789051807180410112 78
789051807188104448 87
789051807195798852 80
789051807203493248 78
789051807211187584 87
789051807218882048 80
789051807226576384 59
789051807234270720 52
789051807241965056 30
789051807249659520 0
789051807257353856 2
789051807265048192 11
789051807272742528 -4
789051807280436992 -23
789051807288131328 -26
789051807295825664 -26
789051807303520000 -35
789051807311214464 -40
789051807318908800 -30
789051807326603136 -30
789051807334297472 -42
789051807341991936 -44
789051807349686272 -28
789051807357380608 -16
789051807365074944 -16
789051807372769408 -23
789051807380463744 -30
789051807388158080 -33
789051807395852416 -35
789051807403546880 -42
789051807411241216 -44
789051807418935552 -37
789051807426629888 -40
789051807434324352 -47
789051807442018688 -44
789051807449713024 -30
789051807457407360 -14
789051807465101824 4
789051807472796160 14
789051807480490496 0
789051807488184832 -23
789051807495879296 -30
789051807503573632 -28
789051807511267968 -30
789051807518962304 -26
789051807526656768 -14
789051807534351104 -2
